SID,entry,evaluation,replacement
610108,palate,EXCLUDE,EXCLUDE
610108,pregnant,EXCLUDE,EXCLUDE
610108,stroke,FOUND,stroke
610108,cancer,FOUND,cancer
610108,heart,EXCLUDE,EXCLUDE
610108,disease,EXCLUDE,EXCLUDE
610108,lung,EXCLUDE,EXCLUDE
610108,disease,EXCLUDE,EXCLUDE
610108,depressive,REPLACE,depression
610108,things in,EXCLUDE,EXCLUDE
610108,chest,EXCLUDE,EXCLUDE
610108,anxiety,FOUND,anxiety
610108,bipolar,EXCLUDE,EXCLUDE
610108,high,EXCLUDE,EXCLUDE
610108,cholesterol,EXCLUDE,EXCLUDE
610108,acid,EXCLUDE,EXCLUDE
610108,reflux,EXCLUDE,EXCLUDE
898793,okay,EXCLUDE,EXCLUDE
898793,well I,EXCLUDE,EXCLUDE
898793,think of the,EXCLUDE,EXCLUDE
898793,lives,EXCLUDE,EXCLUDE
898793,he is,EXCLUDE,EXCLUDE
898793,one,EXCLUDE,EXCLUDE
898793,probably like,EXCLUDE,EXCLUDE
898793,80,EXCLUDE,EXCLUDE
898793,HD,EXCLUDE,EXCLUDE
898793,CD,EXCLUDE,EXCLUDE
898793,DVD,EXCLUDE,EXCLUDE
898793,depression,FOUND,depression
898793,and,EXCLUDE,EXCLUDE
898793,anxiety I,REPLACE,anxiety
898793,think,EXCLUDE,EXCLUDE
898793,I,EXCLUDE,EXCLUDE
898793,don't,EXCLUDE,EXCLUDE
898793,know if,EXCLUDE,EXCLUDE
898793,like being,EXCLUDE,EXCLUDE
898793,suicidal,EXCLUDE,EXCLUDE
898793,is,EXCLUDE,EXCLUDE
898793,medical,EXCLUDE,EXCLUDE
898793,condition,EXCLUDE,EXCLUDE
898793,but,EXCLUDE,EXCLUDE
898793,potentially,EXCLUDE,EXCLUDE
898793,may be,EXCLUDE,EXCLUDE
898793,having,EXCLUDE,EXCLUDE
898793,osteoporosis,FOUND,osteoporosis
898793,I think,EXCLUDE,EXCLUDE
898793,it's,EXCLUDE,EXCLUDE
898793,something,EXCLUDE,EXCLUDE
898793,and that,EXCLUDE,EXCLUDE
898793,and another,EXCLUDE,EXCLUDE
898793,is a,EXCLUDE,EXCLUDE
898793,insomnia,FOUND,insomnia
898793,does that count as,EXCLUDE,EXCLUDE
898793,a,EXCLUDE,EXCLUDE
898793,sleep,EXCLUDE,EXCLUDE
898793,disorder,EXCLUDE,EXCLUDE
898793,Maybe,EXCLUDE,EXCLUDE
898793,can,REPLACE,cancer
898793,having a,EXCLUDE,EXCLUDE
898793,broken,REPLACE,stroke
898793,bone in,EXCLUDE,EXCLUDE
898793,pain,EXCLUDE,EXCLUDE
898793,something,EXCLUDE,EXCLUDE
898793,they always have,EXCLUDE,EXCLUDE
898793,the TV,EXCLUDE,EXCLUDE
898793,show,EXCLUDE,EXCLUDE
898793,for,EXCLUDE,EXCLUDE
898793,shingles,EXCLUDE,EXCLUDE
898793,I think,EXCLUDE,EXCLUDE
898793,chicken,EXCLUDE,EXCLUDE
898793,pox,EXCLUDE,EXCLUDE
898793,skin,EXCLUDE,EXCLUDE
898793,conditions,EXCLUDE,EXCLUDE
898793,skin,EXCLUDE,EXCLUDE
898793,conditions,EXCLUDE,EXCLUDE
898793,maybe,EXCLUDE,EXCLUDE
898793,like,EXCLUDE,EXCLUDE
898793,shin,EXCLUDE,EXCLUDE
898793,splints,EXCLUDE,EXCLUDE
898793,for,EXCLUDE,EXCLUDE
898793,running,EXCLUDE,EXCLUDE
898793,or,EXCLUDE,EXCLUDE
898793,sprained,REPLACE,migraine
898793,ankle,REPLACE,acne
898793,or getting,EXCLUDE,EXCLUDE
898793,cramps,EXCLUDE,EXCLUDE
898793,all the time,EXCLUDE,EXCLUDE
898793,I,EXCLUDE,EXCLUDE
898793,don't,EXCLUDE,EXCLUDE
898793,know if,EXCLUDE,EXCLUDE
898793,that's,EXCLUDE,EXCLUDE
898793,Medical,EXCLUDE,EXCLUDE
898793,headaches,EXCLUDE,EXCLUDE
898793,migraines,REPLACE,migraine
898793,that kind of thing,EXCLUDE,EXCLUDE
898793,maybe,EXCLUDE,EXCLUDE
898793,chronically,EXCLUDE,EXCLUDE
898793,ill,EXCLUDE,EXCLUDE
898793,and general,EXCLUDE,EXCLUDE
898793,cancer and,REPLACE,cancer
898793,Alzheimer's,REPLACE,alzheimer's
898793,and,EXCLUDE,EXCLUDE
898793,Parkinson's,REPLACE,parkinson's
898793,and,EXCLUDE,EXCLUDE
898793,dementia,EXCLUDE,EXCLUDE
898793,and,EXCLUDE,EXCLUDE
