SID,entry,evaluation,replacement
5d7ff4aa50fda7001a863736,April Fools,REPLACE,april fools
5d7ff4aa50fda7001a863736,Memorial Day,REPLACE,memorial day
5d7ff4aa50fda7001a863736,Juneteenth,REPLACE,juneteenth
5d7ff4aa50fda7001a863736,Independence Day,REPLACE,independence day
5f5aa60bef062519ff711fe6,Ramadan,REPLACE,ramadan
5f5aa60bef062519ff711fe6,Christmas,REPLACE,christmas
5f5aa60bef062519ff711fe6,Halloween,REPLACE,halloween
5f5aa60bef062519ff711fe6,Easter,REPLACE,easter
5f5aa60bef062519ff711fe6,Hanukkah,REPLACE,hanukkah
5f5aa60bef062519ff711fe6,Valentine's Day,REPLACE,valentine's day
5f5aa60bef062519ff711fe6,Martin Luther King Day,REPLACE,martin luther king day
5f5aa60bef062519ff711fe6,Christopher,REPLACE,christopher
5f5aa60bef062519ff711fe6,Columbus Day,REPLACE,columbus day
5f5aa60bef062519ff711fe6,Presidents Day,REPLACE,presidents day
5f5aa60bef062519ff711fe6,Father's Day,REPLACE,father's day
5f5aa60bef062519ff711fe6,Mother's Day,REPLACE,mother's day
5f5aa60bef062519ff711fe6,Thanksgiving,REPLACE,thanksgiving
5f5aa60bef062519ff711fe6,April Fools,REPLACE,april fools
5f5aa60bef062519ff711fe6,Independence Day,REPLACE,independence day
5f5aa60bef062519ff711fe6,Fourth of July,REPLACE,fourth of july
63ea4ab1ce4168cbe9f63775,New Year's Eve,REPLACE,new year's eve
63ea4ab1ce4168cbe9f63775,New Year's Day,REPLACE,new year's day
63ea4ab1ce4168cbe9f63775,Martin Luther King jr. day,REPLACE,martin luther king jr. day
63ea4ab1ce4168cbe9f63775,Presidents Day,REPLACE,presidents day
63ea4ab1ce4168cbe9f63775,Earth Day,REPLACE,earth day
63ea4ab1ce4168cbe9f63775,Good Friday,REPLACE,good friday
63ea4ab1ce4168cbe9f63775,Easter,REPLACE,easter
63ea4ab1ce4168cbe9f63775,Yom Kippur,REPLACE,yom kippur
63ea4ab1ce4168cbe9f63775,Passover,REPLACE,passover
63ea4ab1ce4168cbe9f63775,Memorial Day,REPLACE,memorial day
63ea4ab1ce4168cbe9f63775,Independence Day,REPLACE,independence day
63ea4ab1ce4168cbe9f63775,indigenous peoples day,FOUND,indigenous peoples day
63ea4ab1ce4168cbe9f63775,Labor Day,REPLACE,labor day
63ea4ab1ce4168cbe9f63775,Halloween,REPLACE,halloween
63ea4ab1ce4168cbe9f63775,Thanksgiving,REPLACE,thanksgiving
63ea4ab1ce4168cbe9f63775,Christmas,REPLACE,christmas
63ea4ab1ce4168cbe9f63775,Kwanzaa,REPLACE,kwanzaa
63ea4ab1ce4168cbe9f63775,Hanukkah,REPLACE,hanukkah
63ea4ab1ce4168cbe9f63775,Ramadan,REPLACE,ramadan
63ea4ab1ce4168cbe9f63775,Lunar New Year,REPLACE,lunar new year
63ea4ab1ce4168cbe9f63775,Chinese New Year,REPLACE,chinese new year
63ea4ab1ce4168cbe9f63775,Diwali,REPLACE,diwali
63ea4ab1ce4168cbe9f63775,Fat Tuesday,REPLACE,fat tuesday
63ea4ab1ce4168cbe9f63775,Mardi Gras,REPLACE,mardi gras
63ea4ab1ce4168cbe9f63775,Carnivale,REPLACE,carnivale
60d731567049e5132e3cc4d4,Valentine's Day,REPLACE,valentine's day
60d731567049e5132e3cc4d4,St Patrick's Day,REPLACE,st patrick's day
60d731567049e5132e3cc4d4,Easter,REPLACE,easter
60d731567049e5132e3cc4d4,Memorial Day,REPLACE,memorial day
60d731567049e5132e3cc4d4,Labor Day,REPLACE,labor day
60d731567049e5132e3cc4d4,4th of July,REPLACE,4th of july
60d731567049e5132e3cc4d4,Halloween,REPLACE,halloween
60d731567049e5132e3cc4d4,Thanksgiving,REPLACE,thanksgiving
60d731567049e5132e3cc4d4,Christmas,REPLACE,christmas
60d731567049e5132e3cc4d4,New Year's,REPLACE,new year's
60d731567049e5132e3cc4d4,Flag Day,REPLACE,flag day
60d731567049e5132e3cc4d4,Presidents Day,REPLACE,presidents day
60d731567049e5132e3cc4d4,Earth Day,REPLACE,earth day
60d731567049e5132e3cc4d4,MLK day,EXCLUDE,EXCLUDE
60d731567049e5132e3cc4d4,Juneteenth,REPLACE,juneteenth
60d731567049e5132e3cc4d4,President's Day,REPLACE,president's day
60d731567049e5132e3cc4d4,indigenous peoples day,FOUND,indigenous peoples day
60d731567049e5132e3cc4d4,Kwanzaa,REPLACE,kwanzaa
60d731567049e5132e3cc4d4,Ramadan,REPLACE,ramadan
60d731567049e5132e3cc4d4,Hanukkah,REPLACE,hanukkah
60d731567049e5132e3cc4d4,Rosh Hashanah,REPLACE,rosh hashanah
60d731567049e5132e3cc4d4,Yom Kippur,REPLACE,yom kippur
60d731567049e5132e3cc4d4,Arbor Day,REPLACE,arbor day
60d731567049e5132e3cc4d4,Boxing Day,REPLACE,boxing day
60d731567049e5132e3cc4d4,Chinese New Year,REPLACE,chinese new year
60d731567049e5132e3cc4d4,Holi,REPLACE,holi
65d6a09286a0c99e632a46dd,New Year's Day,REPLACE,new year's day
65d6a09286a0c99e632a46dd,mlk.day,FOUND,mlk.day
65d6a09286a0c99e632a46dd,Valentine's Day,REPLACE,valentine's day
65d6a09286a0c99e632a46dd,Passover,REPLACE,passover
65d6a09286a0c99e632a46dd,Easter,REPLACE,easter
65d6a09286a0c99e632a46dd,Memorial Day,REPLACE,memorial day
65d6a09286a0c99e632a46dd,Flag Day,REPLACE,flag day
65d6a09286a0c99e632a46dd,4th of July,REPLACE,4th of july
65d6a09286a0c99e632a46dd,Groundhog's Day,REPLACE,groundhog's day
65d6a09286a0c99e632a46dd,Presidents Day,REPLACE,presidents day
65d6a09286a0c99e632a46dd,Columbus Day,REPLACE,columbus day
65d6a09286a0c99e632a46dd,Thanksgiving,REPLACE,thanksgiving
65d6a09286a0c99e632a46dd,Christmas,REPLACE,christmas
65d6a09286a0c99e632a46dd,Rosh Hashanah,REPLACE,rosh hashanah
65d6a09286a0c99e632a46dd,President's Day,REPLACE,president's day
65d6a09286a0c99e632a46dd,election day,FOUND,election day
65d6a09286a0c99e632a46dd,Superbowl,REPLACE,superbowl
65d6a09286a0c99e632a46dd,Christmas,REPLACE,christmas
